iter	MultiClass
296	1.84620333
297	1.841339399
298	1.839056049
299	1.834830365
300	1.829986969
301	1.824581699
302	1.81996139
303	1.814294961
304	1.809910214
305	1.804751632
306	1.80184243
307	1.797052286
308	1.792479336
309	1.788426427
310	1.784175296
311	1.779826873
312	1.776946287
313	1.773674102
314	1.769882733
315	1.764725252
316	1.761151906
317	1.756589766
318	1.750749363
319	1.746082281
320	1.742053826
321	1.738421235
322	1.732391199
323	1.728456142
324	1.724042056
325	1.719668021
326	1.715368273
327	1.711023806
328	1.70702506
329	1.700796589
330	1.695403424
331	1.691212531
332	1.686828207
333	1.682733034
334	1.678564024
335	1.67368237
336	1.668602042
337	1.664087672
338	1.659869278
339	1.654644572
340	1.650412943
341	1.645198582
342	1.643282972
343	1.637974193
344	1.635928485
345	1.631939116
346	1.626377947
347	1.620547783
348	1.61482611
349	1.609709947
350	1.606178518
351	1.603479683
352	1.599798827
353	1.598599743
354	1.595281046
355	1.590034887
356	1.586313703
357	1.582767074
358	1.578114242
359	1.5728863
360	1.569801499
361	1.566216139
362	1.562715836
363	1.559138956
364	1.555149027
365	1.551129874
366	1.546114484
367	1.542849283
368	1.539796588
369	1.536690192
370	1.532227778
371	1.528996274
372	1.525173831
373	1.521740557
374	1.519137535
375	1.515217219
376	1.509736523
377	1.505523756
378	1.500915099
379	1.497523139
380	1.492459174
381	1.488798532
382	1.485542119
383	1.482619743
384	1.47870918
385	1.475455778
386	1.469271906
387	1.466190146
388	1.460986718
389	1.45668877
390	1.453549566
391	1.450149994
392	1.444926654
393	1.439397892
394	1.435513506
395	1.430937239
396	1.427018334
397	1.422690258
398	1.419895507
399	1.416878582
400	1.412756725
401	1.408643384
402	1.405001704
403	1.401275681
404	1.397425293
405	1.394377692
406	1.390319197
407	1.38650741
408	1.382440212
409	1.376853466
410	1.372579925
411	1.36905087
412	1.365881602
413	1.361981111
414	1.359278548
415	1.355236504
416	1.350317951
417	1.346135644
418	1.342960887
419	1.33980275
420	1.33635375
421	1.334086594
422	1.329740016
423	1.326515405
424	1.322941676
425	1.320151166
426	1.317487105
427	1.314426465
428	1.312406175
429	1.308606236
430	1.30699215
431	1.303676908
432	1.302225592
433	1.299929442
434	1.297618772
435	1.294410813
436	1.291716174
437	1.289425149
438	1.285659686
439	1.280153908
440	1.277543756
441	1.274824204
442	1.271112353
443	1.268430972
444	1.265765463
445	1.262825397
446	1.259054434
447	1.257338259
448	1.254325401
449	1.252458397
450	1.249040473
451	1.246142438
452	1.242435982
453	1.237371717
454	1.232180022
455	1.228543478
456	1.226521089
457	1.223689442
458	1.222440329
459	1.21793142
460	1.214259716
461	1.210273665
462	1.205758807
463	1.203289267
464	1.198332369
465	1.19542719
466	1.190905993
467	1.186793984
468	1.18439808
469	1.181832632
470	1.179663068
471	1.17526847
472	1.172020764
473	1.169991921
474	1.166395114
475	1.163272706
476	1.161916206
477	1.159478285
478	1.157161624
479	1.155270812
480	1.152721375
481	1.149150222
482	1.145917967
483	1.143005369
484	1.140877758
485	1.138532872
486	1.135399474
487	1.132868495
488	1.130309838
489	1.127790934
490	1.125269226
491	1.122037241
492	1.119751171
493	1.115556958
494	1.112259777
495	1.110242997
496	1.107776732
497	1.105787137
498	1.103213567
499	1.099334914
500	1.098139032
501	1.094277346
502	1.09061315
503	1.087298667
504	1.084288587
505	1.081310226
506	1.07828718
507	1.07456336
508	1.072228434
509	1.068678714
510	1.06572589
511	1.063875206
512	1.061732547
513	1.059111707
514	1.057055319
515	1.053821615
516	1.051023105
517	1.04878915
518	1.045945125
519	1.043634995
520	1.040760166
521	1.037436179
522	1.034376947
523	1.031919455
524	1.029315616
525	1.026424201
526	1.024888357
527	1.021911463
528	1.019270103
529	1.01578949
530	1.01269244
531	1.010782023
532	1.00788977
533	1.004976813
534	1.003335207
535	1.000886435
536	0.998540142
537	0.9961295785
538	0.9938283017
539	0.9905220051
540	0.9884638691
541	0.9862839821
542	0.9848828115
543	0.9829217122
544	0.9801431875
545	0.9784366241
546	0.9764633123
547	0.9744656279
548	0.9718244399
549	0.9697164992
550	0.9683612254
551	0.9665361607
552	0.9642294431
553	0.9626104047
554	0.959922388
555	0.9576524075
556	0.9550022797
557	0.9517077195
558	0.9490365227
559	0.9475282209
560	0.9444392214
561	0.9421265716
562	0.9393703655
563	0.9376145828
564	0.9358241324
565	0.9338693619
566	0.9319542262
567	0.9290687991
568	0.9261698592
569	0.9240950487
570	0.9213800126
571	0.9187321499
572	0.916789186
573	0.9148843219
574	0.9125159473
575	0.9108112603
576	0.9082373828
577	0.9066884179
578	0.9037447806
579	0.9011369786
580	0.8995219158
581	0.8972580392
582	0.8940979793
583	0.8918911585
584	0.8895056746
585	0.8878822931
586	0.8857900982
587	0.8842549925
588	0.8820542926
589	0.8806765435
590	0.8788513198
591	0.8768334324
592	0.8743730767
593	0.8721730047
594	0.8703311942
595	0.8679823057
596	0.8660791753
597	0.8635962919
598	0.8617281857
599	0.8598188077
600	0.8577793306
601	0.8556750019
602	0.8539228347
603	0.8516858613
604	0.8496479604
605	0.8485060913
606	0.8470499271
607	0.8447090644
608	0.8434394437
609	0.8410698948
610	0.839038631
611	0.8367706671
612	0.835127921
613	0.8334719985
614	0.8305564366
615	0.8279135905
616	0.8248691945
617	0.8227312139
618	0.8217034355
619	0.8211911219
620	0.8194181022
621	0.8169817755
622	0.8148741746
623	0.813328333
624	0.8113290059
625	0.8094934735
626	0.8076748813
627	0.8060660306
628	0.8047770444
629	0.8021937689
630	0.8013841418
631	0.7993157872
632	0.7986044593
633	0.7973947799
634	0.7954073985
635	0.7938232436
636	0.7920903799
637	0.7904591974
638	0.7883389248
639	0.7864499796
640	0.7847093472
641	0.7833313101
642	0.7817055507
643	0.7801589149
644	0.778921416
645	0.7778264849
646	0.7758110947
647	0.7741039788
648	0.7720347665
649	0.7705295422
650	0.7681583243
651	0.7659285965
652	0.764061686
653	0.7626676909
654	0.7603077494
655	0.7587591426
656	0.7573772512
657	0.7562247772
658	0.7548515215
659	0.7530398103
660	0.7521468907
661	0.7506164257
662	0.7484144786
663	0.7467528515
664	0.7458392162
665	0.7444274577
666	0.7431782546
667	0.7423182156
668	0.7411628482
669	0.7393781749
670	0.7374742467
671	0.7359304174
672	0.7339266833
673	0.7320261368
674	0.730095552
675	0.729147324
676	0.7274364505
677	0.7261805138
678	0.7238376834
679	0.7223367846
680	0.7211762844
681	0.7203718133
682	0.7192877706
683	0.7175675379
684	0.7155845129
685	0.713230266
686	0.7121749688
687	0.7101997817
688	0.7080737659
689	0.7068698096
690	0.7051154665
691	0.7028005525
692	0.7012996057
693	0.7001548365
694	0.6990583796
695	0.6970263332
696	0.6962526478
697	0.6950495614
698	0.693205311
699	0.6915465045
700	0.6902850745
701	0.6891403436
702	0.6875275819
703	0.6857034184
704	0.6843127948
705	0.6827802518
706	0.6817181855
707	0.6799998948
708	0.678596473
709	0.677489146
710	0.6761587858
711	0.6740699677
712	0.6729030957
713	0.6705049623
714	0.6692141172
715	0.6675938123
716	0.6657369523
717	0.6640237045
718	0.6624208088
719	0.6603505878
720	0.6590430356
721	0.6572944158
722	0.6554378039
723	0.6545166785
724	0.6524188836
725	0.6499234779
726	0.6478667759
727	0.6456827963
728	0.6443650424
729	0.6428788997
730	0.6412792469
731	0.6400316967
732	0.6385879368
733	0.6375087341
734	0.6360133661
735	0.6346481365
736	0.6331624434
737	0.6319491497
738	0.6301435692
739	0.6289776439
740	0.6275274987
741	0.6266474756
742	0.6250862202
743	0.6235946009
744	0.6216637209
745	0.6204850683
746	0.6189330692
747	0.6178263705
748	0.6167090022
749	0.6153485419
750	0.6142190837
751	0.6131408433
752	0.6124665643
753	0.6111549345
754	0.609680184
755	0.608477547
756	0.6071742815
757	0.6057562535
758	0.6043009729
759	0.6031278651
760	0.6013535813
761	0.6003923145
762	0.598968786
763	0.5975256196
764	0.5966597531
765	0.5954268187
766	0.5943537735
767	0.5931857341
768	0.5912880351
769	0.5898807717
770	0.5880089139
771	0.5868960076
772	0.5862695946
773	0.584651305
774	0.5838000132
775	0.5824842752
776	0.5816062685
777	0.5803496404
778	0.5790089327
779	0.5778318446
780	0.5765564417
781	0.5752288973
782	0.5739285835
783	0.572636019
784	0.5716667518
785	0.5701564738
786	0.5691236617
787	0.5681731077
788	0.5671312611
789	0.5658087421
790	0.5646729831
791	0.5633348757
792	0.5625247934
793	0.5615545758
794	0.5602066021
795	0.5595236217
796	0.5581992901
797	0.5568882289
798	0.5562177577
799	0.5553099574
800	0.5545599656
801	0.5530341964
802	0.5517378606
803	0.5508496195
804	0.5497058667
805	0.5485872948
806	0.5476604921
807	0.5466135706
808	0.5453032218
809	0.5441005898
810	0.5432223582
811	0.5419967595
812	0.5408182626
813	0.5399686557
814	0.5393615767
815	0.5383346208
816	0.5375858209
817	0.536643349
818	0.535839288
819	0.5345947862
820	0.5333921035
821	0.5326727351
822	0.5316644625
823	0.5306382993
824	0.5300279019
825	0.5291471635
826	0.5281910961
827	0.5276239479
828	0.5263345413
829	0.5257017126
830	0.5251081882
831	0.5236971474
832	0.5223168461
833	0.5214926737
834	0.520548451
835	0.5193644802
836	0.5185776746
837	0.5173610061
838	0.5161338199
839	0.5148748875
840	0.5142780339
841	0.513467284
842	0.512865676
843	0.5119133835
844	0.5110856637
845	0.5104282208
846	0.5095435734
847	0.5085380934
848	0.5079637997
849	0.5069616385
850	0.5064701851
851	0.5056764076
852	0.5048851414
853	0.5041475427
854	0.5027105065
855	0.5015846061
856	0.5010613659
857	0.5004198508
858	0.4994946902
859	0.4983237451
860	0.4975739016
861	0.4962344752
862	0.495607449
863	0.4950719847
864	0.4935009922
865	0.4925637183
866	0.4917928509
867	0.4909750703
868	0.4899161795
869	0.4892764286
870	0.4887026547
871	0.487879312
872	0.4870244603
873	0.48619107
874	0.484915211
875	0.4834587196
876	0.4828803509
877	0.4822091554
878	0.4816270386
879	0.4805617671
880	0.4797291832
881	0.4787711248
882	0.477839486
883	0.4767626006
884	0.4762155071
885	0.4753928137
886	0.4746630961
887	0.4741080789
888	0.473102704
889	0.4724215665
890	0.471581221
891	0.4705903584
892	0.4696779371
893	0.4686364821
894	0.4679510016
895	0.4672696549
896	0.4666373124
897	0.4656482051
898	0.4648085996
899	0.4642426234
900	0.463545402
901	0.4629963398
902	0.4622955646
903	0.4613076545
904	0.4605428626
905	0.4598990047
906	0.4591248231
907	0.4583985407
908	0.4575412815
909	0.4569129435
910	0.4560538256
911	0.4549391873
912	0.4540838075
913	0.4530919086
914	0.4523466971
915	0.4519272533
916	0.450883316
917	0.4504066411
918	0.4495122465
919	0.4490204648
920	0.4485590018
921	0.4477623401
922	0.4469051871
923	0.4463186141
924	0.4454491741
925	0.4448150831
926	0.4437139864
927	0.4428510392
928	0.4419200066
929	0.4411822459
930	0.4404176847
931	0.4397635703
932	0.4391961238
933	0.4380422249
934	0.4373783977
935	0.4366224983
936	0.435937062
937	0.4350588245
938	0.4344227096
939	0.4334550782
940	0.4327671357
941	0.4321919602
942	0.431474398
943	0.4304729526
944	0.4296592791
945	0.4286993663
946	0.4278267945
947	0.427245219
948	0.4266666184
949	0.4261291724
950	0.4256485667
951	0.4251369914
952	0.4243607239
953	0.4239448453
954	0.4234031079
955	0.4229648934
956	0.422038486
957	0.4214861457
958	0.4206568543
959	0.4201261509
960	0.4195464307
961	0.4189795122
962	0.4183320987
963	0.4177115231
964	0.4171458419
965	0.4167484158
966	0.4161197949
967	0.4154062868
968	0.4144275279
969	0.413939934
970	0.4136346598
971	0.4131733015
972	0.4124504116
973	0.4120516101
974	0.4116980048
975	0.4111096029
976	0.4104147299
977	0.4100985264
978	0.4091019811
979	0.4085764396
980	0.4082009916
981	0.4076323454
982	0.4070194644
983	0.4066435136
984	0.4062868376
985	0.405606464
986	0.4047364839
987	0.4040232974
988	0.4030831237
989	0.4026945999
990	0.4019129367
991	0.4011056966
992	0.4004295239
993	0.399872368
994	0.3990076547
995	0.3982482663
996	0.3979901589
997	0.3975075147
998	0.3969136579
999	0.3960333067
